# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	71678866	71682959	+	XM_036502132.1		XP_036358025.1	phosphatidylserine lipase ABHD16A-like, transcript variant X1	LOC115210300	115210300		3691	3691	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	71678866	71682959	+	XM_036502134.1		XP_036358027.1	phosphatidylserine lipase ABHD16A-like, transcript variant X4	LOC115210300	115210300		3285	3285	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	71678867	71682959	+	XM_029778822.2		XP_029634682.1	phosphatidylserine lipase ABHD16A-like, transcript variant X2	LOC115210300	115210300		3417	3417	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	71678868	71682959	+	XM_036502133.1		XP_036358026.1	phosphatidylserine lipase ABHD16A-like, transcript variant X3	LOC115210300	115210300		3343	3343	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	71679099	71681424	+	XP_029634682.1		XM_029778822.2	phosphatidylserine lipase ABHD16A-like isoform X2	LOC115210300	115210300		1650	549	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	71679333	71681424	+	XP_036358025.1		XM_036502132.1	phosphatidylserine lipase ABHD16A-like isoform X1	LOC115210300	115210300		1689	562	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	71679865	71681424	+	XP_036358026.1		XM_036502133.1	phosphatidylserine lipase ABHD16A-like isoform X3	LOC115210300	115210300		1560	519	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	71679865	71681424	+	XP_036358027.1		XM_036502134.1	phosphatidylserine lipase ABHD16A-like isoform X3	LOC115210300	115210300		1560	519	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	71688419	71713489	-					LOC115210482	115210482		25071		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	71688419	71713489	-	XM_036502634.1		XP_036358527.1	decaprenyl-diphosphate synthase subunit 1	LOC115210482	115210482		1174	1174	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	71688511	71713442	-	XP_036358527.1		XM_036502634.1	decaprenyl-diphosphate synthase subunit 1	LOC115210482	115210482		1035	344	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	71761045	71782327	+					LOC115210903	115210903		21283		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	71761045	71782327	+	XM_029779680.2		XP_029635540.1	transmembrane protein 169-like	LOC115210903	115210903		1200	1200	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	71781418	71782107	+	XP_029635540.1		XM_029779680.2	transmembrane protein 169-like	LOC115210903	115210903		690	229	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	71880300	71897110	-					LOC115210675	115210675		16811		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	71880300	71897110	-	XM_029779346.2		XP_029635206.1	collagen alpha-5(VI) chain	LOC115210675	115210675		2352	2352	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	71880331	71897000	-	XP_029635206.1		XM_029779346.2	collagen alpha-5(VI) chain	LOC115210675	115210675		2211	736	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	71928744	71994645	-					LOC115210485	115210485		65902		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	71928744	71994645	-	XM_036502135.1		XP_036358028.1	uncharacterized LOC115210485	LOC115210485	115210485		2326	2326	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	71929384	71994507	-	XP_036358028.1		XM_036502135.1	uncharacterized protein LOC115210485	LOC115210485	115210485		1548	515	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72089337	72129792	+					LOC115210905	115210905		40456		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72089337	72129792	+	XM_029779683.2		XP_029635543.1	collagen alpha-5(VI) chain, transcript variant X1	LOC115210905	115210905		2541	2541	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72089338	72129792	+	XM_036502138.1		XP_036358031.1	collagen alpha-5(VI) chain, transcript variant X2	LOC115210905	115210905		2398	2398	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72094676	72129411	+	XP_029635543.1		XM_029779683.2	collagen alpha-5(VI) chain isoform X1	LOC115210905	115210905		1929	642	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72099162	72129411	+	XP_036358031.1		XM_036502138.1	uncharacterized protein LOC115210905 isoform X2	LOC115210905	115210905		1728	575	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72170460	72304885	+					LOC115210907	115210907		134426		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72170460	72304885	+	XM_029779684.2		XP_029635544.2	collagen alpha-6(VI) chain-like	LOC115210907	115210907		3617	3617	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72170868	72303551	+	XP_029635544.2		XM_029779684.2	collagen alpha-6(VI) chain-like	LOC115210907	115210907		1875	624	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72382329	72487871	+					LOC115210316	115210316		105543		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72382329	72487871	+	XM_036502136.1		XP_036358029.1	cartilage matrix protein, transcript variant X1	LOC115210316	115210316		3258	3258	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72382332	72487871	+	XM_029778841.2		XP_029634701.1	cartilage matrix protein, transcript variant X2	LOC115210316	115210316		3228	3228	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72382849	72487590	+	XP_036358029.1		XM_036502136.1	collagen alpha-6(VI) chain isoform X1	LOC115210316	115210316		2457	818	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72382849	72487590	+	XP_029634701.1		XM_029778841.2	cartilage matrix protein isoform X2	LOC115210316	115210316		2430	809	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72510834	72537624	+					LOC115210317	115210317		26791		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72510834	72537624	+	XM_029778842.2		XP_029634702.1	collagen alpha-5(VI) chain, transcript variant X1	LOC115210317	115210317		2034	2034	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72510956	72537539	+	XP_029634702.1		XM_029778842.2	collagen alpha-5(VI) chain isoform X1	LOC115210317	115210317		1827	608	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72520447	72537624	+	XM_036502139.1		XP_036358032.1	collagen alpha-5(VI) chain, transcript variant X2	LOC115210317	115210317		1878	1878	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72520581	72537539	+	XP_036358032.1		XM_036502139.1	collagen alpha-5(VI) chain isoform X2	LOC115210317	115210317		1659	552	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72549294	72656829	-					LOC115210712	115210712		107536		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72549294	72656829	-	XM_029779407.2		XP_029635267.1	major facilitator superfamily domain-containing protein 6-like	LOC115210712	115210712		4295	4295	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72550140	72655957	-	XP_029635267.1		XM_029779407.2	major facilitator superfamily domain-containing protein 6-like	LOC115210712	115210712		2577	858	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72720569	72774544	+					LOC115210487	115210487		53976		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72720569	72774544	+	XM_029779089.1		XP_029634949.1	E3 ubiquitin-protein ligase RNF113A	LOC115210487	115210487		798	798	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72720569	72774544	+	XP_029634949.1		XM_029779089.1	E3 ubiquitin-protein ligase RNF113A	LOC115210487	115210487		798	265	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72781038	72821495	-					LOC118763004	118763004		40458		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72781038	72821495	-	XR_004998757.1			uncharacterized LOC118763004, transcript variant X1	LOC118763004	118763004		247	247	
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72794729	72821495	-	XR_004998758.1			uncharacterized LOC118763004, transcript variant X2	LOC118763004	118763004		221	221	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72821548	72926896	+					LOC115210488	115210488		105349		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72821548	72926896	+	XM_036502140.1		XP_036358033.1	D-ribitol-5-phosphate cytidylyltransferase, transcript variant X2	LOC115210488	115210488		1485	1485	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72821548	72926896	+	XM_029779091.2		XP_029634951.1	D-ribitol-5-phosphate cytidylyltransferase, transcript variant X1	LOC115210488	115210488		1469	1469	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72821581	72926639	+	XP_029634951.1		XM_029779091.2	D-ribitol-5-phosphate cytidylyltransferase isoform X1	LOC115210488	115210488		1179	392	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72821581	72926563	+	XP_036358033.1		XM_036502140.1	D-ribitol-5-phosphate cytidylyltransferase isoform X2	LOC115210488	115210488		1119	372	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72936995	73115606	-					LOC115210345	115210345		178612		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72936995	73115606	-	XM_036502142.1		XP_036358035.1	D-ribitol-5-phosphate cytidylyltransferase, transcript variant X3	LOC115210345	115210345		2637	2637	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72936995	73115605	-	XM_029778881.2		XP_029634741.1	D-ribitol-5-phosphate cytidylyltransferase, transcript variant X1	LOC115210345	115210345		2564	2564	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72936995	73115385	-	XM_029778883.2		XP_029634743.1	D-ribitol-5-phosphate cytidylyltransferase, transcript variant X5	LOC115210345	115210345		2482	2482	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72938337	73115565	-	XP_029634741.1		XM_029778881.2	D-ribitol-5-phosphate cytidylyltransferase isoform X1	LOC115210345	115210345		1182	393	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72938337	73115337	-	XP_029634743.1		XM_029778883.2	D-ribitol-5-phosphate cytidylyltransferase isoform X3	LOC115210345	115210345		1092	363	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72954776	73115606	-	XM_029778882.2		XP_029634742.1	D-ribitol-5-phosphate cytidylyltransferase, transcript variant X2	LOC115210345	115210345		2230	2230	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72954776	73115606	-	XM_036502143.1		XP_036358036.1	D-ribitol-5-phosphate cytidylyltransferase, transcript variant X4	LOC115210345	115210345		2234	2234	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72955954	73115565	-	XP_029634742.1		XM_029778882.2	D-ribitol-5-phosphate cytidylyltransferase isoform X2	LOC115210345	115210345		1119	372	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72955954	73115565	-	XP_036358035.1		XM_036502142.1	D-ribitol-5-phosphate cytidylyltransferase isoform X2	LOC115210345	115210345		1119	372	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	72955954	73115565	-	XP_036358036.1		XM_036502143.1	D-ribitol-5-phosphate cytidylyltransferase isoform X2	LOC115210345	115210345		1119	372	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	73126381	73137898	+					LOC118763006	118763006		11518		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	73126381	73137898	+	XR_004998760.1			uncharacterized LOC118763006	LOC118763006	118763006		155	155	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	73142508	73150501	+					LOC118763005	118763005		7994		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	73142508	73150501	+	XR_004998759.1			uncharacterized LOC118763005	LOC118763005	118763005		714	714	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	73162018	73165108	+					LOC115210854	115210854		3091		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	73162018	73165108	+	XR_003881449.2			uncharacterized LOC115210854	LOC115210854	115210854		435	435	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	73178934	73216807	-					LOC115210700	115210700		37874		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	73178934	73216807	-	XM_029779385.2		XP_029635245.1	divergent protein kinase domain 2A-like, transcript variant X2	LOC115210700	115210700		1488	1488	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	73178934	73216807	-	XM_029779384.2		XP_029635244.1	divergent protein kinase domain 2A-like, transcript variant X1	LOC115210700	115210700		1611	1611	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	73178977	73216454	-	XP_029635245.1		XM_029779385.2	divergent protein kinase domain 2A-like isoform X2	LOC115210700	115210700		1092	363	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	73178977	73216454	-	XP_029635244.1		XM_029779384.2	divergent protein kinase domain 2A-like isoform X1	LOC115210700	115210700		1215	404	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	73273327	73340602	+					LOC115210489	115210489		67276		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	73273327	73340602	+	XM_036502145.1		XP_036358038.1	uncharacterized LOC115210489	LOC115210489	115210489		1971	1971	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	73298333	73340204	+	XP_036358038.1		XM_036502145.1	uncharacterized protein LOC115210489	LOC115210489	115210489		1062	353	
gene	protein_coding	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	73356361	73502158	+					LOC115210414	115210414		145798		
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	73356361	73502158	+	XM_036502147.1		XP_036358040.1	cyclin-D-binding Myb-like transcription factor 1, transcript variant X3	LOC115210414	115210414		3234	3234	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	73357175	73502158	+	XM_036502149.1		XP_036358042.1	cyclin-D-binding Myb-like transcription factor 1, transcript variant X6	LOC115210414	115210414		3231	3231	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	73357175	73502158	+	XM_029779013.2		XP_029634873.1	cyclin-D-binding Myb-like transcription factor 1, transcript variant X5	LOC115210414	115210414		3297	3297	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	73357176	73502158	+	XM_036502148.1		XP_036358041.1	cyclin-D-binding Myb-like transcription factor 1, transcript variant X4	LOC115210414	115210414		3354	3354	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	73357176	73502158	+	XM_029779012.2		XP_029634872.1	cyclin-D-binding Myb-like transcription factor 1, transcript variant X1	LOC115210414	115210414		3299	3299	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	73357176	73502158	+	XM_036502150.1		XP_036358043.1	cyclin-D-binding Myb-like transcription factor 1, transcript variant X7	LOC115210414	115210414		3191	3191	
mRNA		GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	73357178	73502158	+	XM_036502146.1		XP_036358039.1	cyclin-D-binding Myb-like transcription factor 1, transcript variant X2	LOC115210414	115210414		3342	3342	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	73383665	73498004	+	XP_029634872.1		XM_029779012.2	cyclin-D-binding Myb-like transcription factor 1 isoform X1	LOC115210414	115210414		1743	580	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	73383665	73498004	+	XP_036358039.1		XM_036502146.1	cyclin-D-binding Myb-like transcription factor 1 isoform X1	LOC115210414	115210414		1743	580	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	73383665	73498004	+	XP_036358040.1		XM_036502147.1	cyclin-D-binding Myb-like transcription factor 1 isoform X1	LOC115210414	115210414		1743	580	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	73383665	73498004	+	XP_036358041.1		XM_036502148.1	cyclin-D-binding Myb-like transcription factor 1 isoform X1	LOC115210414	115210414		1743	580	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	73383665	73498004	+	XP_036358042.1		XM_036502149.1	cyclin-D-binding Myb-like transcription factor 1 isoform X3	LOC115210414	115210414		1674	557	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	73383665	73498004	+	XP_029634873.1		XM_029779013.2	cyclin-D-binding Myb-like transcription factor 1 isoform X2	LOC115210414	115210414		1740	579	
CDS	with_protein	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	73383665	73498004	+	XP_036358043.1		XM_036502150.1	cyclin-D-binding Myb-like transcription factor 1 isoform X4	LOC115210414	115210414		1635	544	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	73514412	73531465	-					LOC118763246	118763246		17054		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	73514412	73531465	-	XR_004998996.1			uncharacterized LOC118763246	LOC118763246	118763246		192	192	
gene	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	73561966	73569264	-					LOC118763247	118763247		7299		
ncRNA	lncRNA	GCF_006345805.1	Primary Assembly	linkage group	LG4	NC_043000.1	73561966	73569264	-	XR_004998997.1			uncharacterized LOC118763247	LOC118763247	118763247		115	115	
